store,week,treated,post,event_time,store_size,foot_traffic,unemp_rate,promo_spend,tau,sales,evt_m8,evt_m7,evt_m6,evt_m5,evt_m4,evt_m3,evt_m2,evt_p0,evt_p1,evt_p2,evt_p3,evt_p4,evt_p5,evt_p6,evt_p7,evt_p8,evt_p9,evt_p10,evt_p11,evt_p12,evt_p13,evt_p14,evt_p15,evt_p16,evt_p17,evt_p18,evt_p19,evt_p20
0,66,0,0,-4,600.0,60.073325698984334,5.945128295076133,6.8712782860431485,0.0,42.14864307606385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,0,1,0,600.0,58.138248627378495,6.043613643110431,6.61156936419555,0.0,43.69441566288206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,0,1,5,600.0,58.92534554956604,5.6191247042092085,5.182517337883857,0.0,45.070775859122875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,0,1,10,600.0,53.57917630472156,6.46823020750473,6.173893169234202,0.0,49.26095450991855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,0,1,11,600.0,54.68313186609722,5.974369379657095,6.674726070549565,0.0,45.87860916093187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,0,1,15,600.0,55.38317537545827,6.181358923837017,5.510975680776387,0.0,44.054794798522266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,0,1,21,600.0,50.03816482954653,6.535574697489961,7.2905811036889565,0.0,46.648588505090615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,0,1,24,600.0,51.295571504746505,6.11563396025811,5.660764483521376,0.0,42.642466050369755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95,0,1,25,600.0,53.8245861274282,6.470536784300242,6.905441093109619,0.0,45.73513036463639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96,0,1,26,600.0,56.805289760320846,6.17707078239049,6.831636915469877,0.0,44.74052469258808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99,0,1,29,600.0,52.26973304664497,6.701754278602767,7.942182881810303,0.0,47.09186899632447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,1,30,600.0,52.02738318987411,6.234152332061168,6.9628497275158905,0.0,44.53022836362374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107,0,1,37,600.0,59.037785732748034,6.155231823996937,7.419788267283384,0.0,51.86752521328128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108,0,1,38,600.0,64.14997403883513,6.137032355152491,7.983858011008478,0.0,53.43155458737238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,-65,980.5372276206916,56.66631045614157,5.6999900075343515,5.430254343154235,0.0,34.391550300236275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,-64,980.5372276206916,58.88870497500134,5.545531385644805,6.860056594904507,0.0,34.65785922911278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,0,-63,980.5372276206916,55.61547863395567,5.962359633102176,7.0009858276114,0.0,36.95405410388498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,0,-62,980.5372276206916,58.23662068618829,6.077970048160944,6.990800026945016,0.0,36.907437687352356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0,0,-51,980.5372276206916,59.36366043820819,5.740633001775631,5.683309874832773,0.0,36.57743856623393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,0,0,-50,980.5372276206916,55.28154342156859,6.221257269522939,6.189319388838807,0.0,36.34759107205946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,0,0,-40,980.5372276206916,53.47817941791715,5.855697148430261,6.844922390308158,0.0,34.427316906664316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,-35,980.5372276206916,48.80652720573944,6.029840044435719,6.254006158789394,0.0,33.69731351878801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,0,0,-31,980.5372276206916,50.67418527547308,5.9994176478605885,7.458897995368498,0.0,38.36690126498894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,0,0,-29,980.5372276206916,53.112153973139726,6.162062908520757,5.844618385547078,0.0,36.822925105210864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,0,0,-26,980.5372276206916,54.86352520064588,6.202971336506065,6.929500613294866,0.0,38.99693555667579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,0,0,-25,980.5372276206916,52.14652690124571,6.275598185458046,8.009417766298892,0.0,39.647327478504494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,0,0,-22,980.5372276206916,53.07039208546504,5.431788184059995,6.27633920737987,0.0,39.30944817541568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,0,0,-19,980.5372276206916,57.03398087345298,5.8351877658107885,8.37587349008119,0.0,43.253604386905245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,0,0,-18,980.5372276206916,56.33901333206541,6.140627856646608,7.004916568034172,0.0,35.71311634313957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,0,0,-17,980.5372276206916,57.503245433556,5.875732089372332,6.75131482660191,0.0,39.995391108546194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,0,0,-14,980.5372276206916,61.15635873132385,6.349601879416405,6.1640414839784325,0.0,41.29356908408286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,62,0,0,-8,980.5372276206916,62.361240074550395,6.265944437658535,7.213273705633025,0.0,43.57918824600969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,63,0,0,-7,980.5372276206916,67.77541968883443,6.408800445228985,6.665357640232441,0.0,46.56953716642313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,0,1,6,980.5372276206916,63.087745707466944,6.075151611768137,8.980195887852648,0.0,49.14384858592947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,84,0,1,14,980.5372276206916,59.22250110145153,6.5671981270726265,9.055066053459225,0.0,43.88042193370006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,0,1,16,980.5372276206916,59.17622549278849,6.699079152388171,8.454156757725574,0.0,43.77570713164874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,87,0,1,17,980.5372276206916,52.163962525178185,6.521198227318484,8.332595214635935,0.0,43.95064428505091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,91,0,1,21,980.5372276206916,57.49635178534409,6.4256851182242425,7.769604891720983,0.0,42.03994705559087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,98,0,1,28,980.5372276206916,59.59067276196345,6.398122630571801,7.166331654691545,0.0,46.27008805834841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,0,1,30,980.5372276206916,60.156598179274596,5.971714128615117,7.574749284426351,0.0,48.54986123212944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,0,1,35,980.5372276206916,61.08507525688674,6.912088287758409,8.091345647755798,0.0,45.99792680735205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,108,0,1,38,980.5372276206916,64.4329936297769,6.428535194724128,8.81945188872632,0.0,51.79830320138822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,-70,1363.210403967783,54.34749954759337,5.621943893288762,8.898360907427193,0.0,37.325259012551506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,-69,1363.210403967783,50.47942874536173,5.765468828788976,7.88357164492033,0.0,37.89041672123015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,-68,1363.210403967783,58.26369182733998,5.484251691060495,6.89396425761704,0.0,33.91298458184637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,-67,1363.210403967783,53.08279110095852,5.549569339440695,7.229052218099402,0.0,39.11390671164926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,0,0,-63,1363.210403967783,56.80518036647606,5.640157500934122,4.757333279369831,0.0,42.38339618325844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,0,0,-61,1363.210403967783,60.02225197780889,5.256815591380459,6.6536555063175555,0.0,39.82022117008942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,0,0,-59,1363.210403967783,56.52277126556691,5.5641685459320485,8.514522664966957,0.0,40.916972410441126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,0,0,-55,1363.210403967783,62.43551400167327,5.644999612136214,6.528748437294111,0.0,40.14642879301026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,0,0,-48,1363.210403967783,57.823534496833325,5.655397796255733,7.310711745847087,0.0,40.218304379013276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,0,0,-44,1363.210403967783,53.4014467593035,5.774317711973758,6.048094203596921,0.0,38.18504318638687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,27,0,0,-43,1363.210403967783,55.60135737630498,5.613742496932143,7.573066072461636,0.0,42.61497125626507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,28,0,0,-42,1363.210403967783,53.96544178499559,5.788852681846692,5.314895061162211,0.0,39.53614752921581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,31,0,0,-39,1363.210403967783,49.10886800361754,5.663776298338643,6.6138010514535575,0.0,37.43892316979628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,41,0,0,-29,1363.210403967783,52.42538921802703,6.148883643980929,6.16890601618055,0.0,40.53804223046169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,55,0,0,-15,1363.210403967783,59.5589987303819,6.1597556868822405,7.498708092541132,0.0,44.40206572578848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,56,0,0,-14,1363.210403967783,59.05902549714306,5.820492809919134,7.548478236947433,0.0,46.70365351258703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,63,0,0,-7,1363.210403967783,63.03359733846598,5.830219057648102,7.847800273426474,0.0,50.91697015676755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,67,0,0,-3,1363.210403967783,62.79600879536442,6.039926353324495,8.668982972092177,0.0,56.26132509741702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,0,1,5,1363.210403967783,57.827205558659465,6.107971862258979,8.043183115730645,0.0,49.89468593993305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,78,0,1,8,1363.210403967783,58.45697102321395,5.84567047092272,6.660218514792376,0.0,47.53734467455488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,84,0,1,14,1363.210403967783,56.549019238752734,6.0786690826049465,7.217745643939576,0.0,47.547470327119846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,85,0,1,15,1363.210403967783,58.083413890031274,6.7344471800266135,7.88818788595682,0.0,51.37398157623557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,87,0,1,17,1363.210403967783,55.070520737352446,6.801871127820748,8.991082285198775,0.0,51.755703265683614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,88,0,1,18,1363.210403967783,54.1352479692188,6.010924521326866,8.011382870039474,0.0,47.22175356253255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,107,0,1,37,1363.210403967783,63.251790531594736,6.387277108392734,9.715961627888241,0.0,59.425877727111086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,-69,1600.0,53.145409380856854,5.6167141191152,7.007573508537211,0.0,36.59541837598254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,0,0,-61,1600.0,57.34307999096086,6.045257228534863,6.8243455997363665,0.0,42.86901998450129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,0,0,-56,1600.0,58.09942442585827,5.938292726256988,6.434775363430272,0.0,43.388365464399854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,0,0,-45,1600.0,55.047638306199204,5.678787993033148,7.520414880793773,0.0,40.23304394606963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,34,0,0,-36,1600.0,48.88474027260861,5.689871231966281,8.368494471397714,0.0,39.78670585139356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,0,-26,1600.0,45.34364662165684,5.702838193676183,7.415907400353118,0.0,36.22552427255701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,0,-22,1600.0,52.2559310143105,5.750275557417998,7.130260230497567,0.0,42.18439404466573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,53,0,0,-17,1600.0,55.63591202605784,6.367987776054572,8.067353982085105,0.0,41.708698432132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,54,0,0,-16,1600.0,53.152554894497456,5.97700759663263,8.612597760166897,0.0,47.175184322235765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,58,0,0,-12,1600.0,54.00645969595899,6.229005035138119,8.169528627806834,0.0,44.41991377304252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,59,0,0,-11,1600.0,54.68564331259536,6.434526108960683,8.013301901583503,0.0,43.592683794429014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,60,0,0,-10,1600.0,60.127226284016714,6.096509731922001,9.374134530492636,0.0,45.28196625407093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,62,0,0,-8,1600.0,55.27065675984221,6.2196999671201665,10.70631325507162,0.0,46.02789753101605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,65,0,0,-5,1600.0,62.694400874582904,6.3965303861252245,8.674949634812194,0.0,47.58963684967218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,69,0,0,-1,1600.0,62.476726063277056,6.590533901253956,9.134711898787508,0.0,48.09258375744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,72,0,1,2,1600.0,59.66942256703054,6.191334147801628,6.908928268640819,0.0,47.840856129439295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,80,0,1,10,1600.0,54.305634746161466,6.524015008691367,8.803562890789141,0.0,50.06516855029702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,83,0,1,13,1600.0,53.84474234375559,6.407123723771381,8.501286340026635,0.0,48.73450959986649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,87,0,1,17,1600.0,51.460102218640365,6.233896292359644,9.391691667148459,0.0,47.35215218772121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91,0,1,21,1600.0,49.9897836755911,5.985079683921407,7.146927924316195,0.0,45.3137895694436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,94,0,1,24,1600.0,51.77746768643136,6.455195423130388,7.476611292301979,0.0,48.05930653415838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,97,0,1,27,1600.0,51.9487158513778,6.769523501785732,8.019169830127119,0.0,50.96137942922361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,104,0,1,34,1600.0,57.195311018045594,6.694968655606982,8.38098617861013,0.0,51.49641766651543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,108,0,1,38,1600.0,60.50792584771088,6.839475650038617,8.73327299092523,0.0,55.78487231473265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,-70,600.0,53.42559097102835,4.399991482009532,3.414644134277757,0.0,28.058946728475604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,-66,600.0,57.87521369454742,4.625671873154922,3.5173813445365907,0.0,30.843095502791073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,0,0,-61,600.0,59.24147589352245,4.419318728445944,4.886051158038933,0.0,33.01858404978227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,0,0,-59,600.0,56.809341755491836,4.738084285283955,5.780875864115378,0.0,35.39189462125704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,0,0,-55,600.0,55.048499397518505,4.427833594407515,4.185100025851748,0.0,35.28905703458889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,0,0,-54,600.0,59.31723941799646,4.626044427309568,4.669887687208493,0.0,33.94477318639508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,0,0,-49,600.0,54.41222878890813,4.877698921418724,4.751016843203927,0.0,30.607078190502527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,0,0,-48,600.0,57.88783018920616,4.871560362800546,5.452356218669035,0.0,38.790537864911414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,31,0,0,-39,600.0,51.822237884744645,4.61837680948016,5.473801920719636,0.0,38.28986953050413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,33,0,0,-37,600.0,52.820047787477485,4.675474176344208,4.15198135296347,0.0,34.2832615465276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,34,0,0,-36,600.0,50.015734733689314,5.1028636423752385,6.772299873355855,0.0,33.31223491478087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,41,0,0,-29,600.0,50.73994063270796,4.788777818229391,6.635649225508039,0.0,35.51965313032599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,43,0,0,-27,600.0,50.515097672141486,5.016666861112705,3.838018599826327,0.0,34.85425231147156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45,0,0,-25,600.0,52.44332567965128,4.9734610779592225,6.874547196592183,0.0,35.2558383412612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46,0,0,-24,600.0,53.2260959107676,4.971926036279902,5.153699908098737,0.0,35.5903836557538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,63,0,0,-7,600.0,61.119346084658964,5.054803333510624,6.411765108440156,0.0,43.1443784246258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,66,0,0,-4,600.0,61.76986003606305,5.162842100142212,6.883506365714012,0.0,45.138513670484315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
