store_id,period,year,month,date,productivity,treated,treatment_period,periods_since_treatment,store_size,location_type
3,14,2020,2,2020-02-01,96.99520602867815,0,15,NA,Large,Urban
3,15,2020,3,2020-03-01,120.10553534262154,1,15,0,Large,Urban
3,16,2020,4,2020-04-01,98.19546720800759,1,15,1,Large,Urban
3,17,2020,5,2020-05-01,94.90549144119294,1,15,2,Large,Urban
3,18,2020,6,2020-06-01,125.32500976751945,1,15,3,Large,Urban
3,19,2020,7,2020-07-01,121.0803841521699,1,15,4,Large,Urban
3,20,2020,8,2020-08-01,120.88726463043434,1,15,5,Large,Urban
3,21,2020,9,2020-09-01,124.23438012813888,1,15,6,Large,Urban
3,22,2020,10,2020-10-01,124.95025937303153,1,15,7,Large,Urban
3,23,2020,11,2020-11-01,135.94956359468642,1,15,8,Large,Urban
3,24,2020,12,2020-12-01,135.2656964714183,1,15,9,Large,Urban
3,25,2021,1,2021-01-01,133.83784231307422,1,15,10,Large,Urban
3,26,2021,2,2021-02-01,144.53548157023982,1,15,11,Large,Urban
3,27,2021,3,2021-03-01,151.55276169542313,1,15,12,Large,Urban
3,28,2021,4,2021-04-01,149.51242420660535,1,15,13,Large,Urban
3,29,2021,5,2021-05-01,154.82558872921774,1,15,14,Large,Urban
3,30,2021,6,2021-06-01,147.22862332687652,1,15,15,Large,Urban
3,31,2021,7,2021-07-01,140.37862614180386,1,15,16,Large,Urban
3,32,2021,8,2021-08-01,161.70827028061797,1,15,17,Large,Urban
3,33,2021,9,2021-09-01,150.43593929835328,1,15,18,Large,Urban
3,34,2021,10,2021-10-01,155.92424934246267,1,15,19,Large,Urban
3,35,2021,11,2021-11-01,148.70260759635903,1,15,20,Large,Urban
3,36,2021,12,2021-12-01,168.3301210973869,1,15,21,Large,Urban
3,37,2022,1,2022-01-01,151.2726409743466,1,15,22,Large,Urban
3,38,2022,2,2022-02-01,165.95979344659474,1,15,23,Large,Urban
3,39,2022,3,2022-03-01,163.8713340974303,1,15,24,Large,Urban
3,40,2022,4,2022-04-01,145.63673352196162,1,15,25,Large,Urban
3,41,2022,5,2022-05-01,172.7516236061923,1,15,26,Large,Urban
3,42,2022,6,2022-06-01,185.28092194575902,1,15,27,Large,Urban
3,43,2022,7,2022-07-01,166.1653217369539,1,15,28,Large,Urban
3,44,2022,8,2022-08-01,198.41590942936162,1,15,29,Large,Urban
3,45,2022,9,2022-09-01,179.46075487367492,1,15,30,Large,Urban
3,46,2022,10,2022-10-01,171.26927069240975,1,15,31,Large,Urban
3,47,2022,11,2022-11-01,188.44489532062465,1,15,32,Large,Urban
3,48,2022,12,2022-12-01,178.4084397048091,1,15,33,Large,Urban
4,1,2019,1,2019-01-01,102.43629357235253,0,NA,NA,Small,Urban
4,2,2019,2,2019-02-01,97.95465884573288,0,NA,NA,Small,Urban
4,3,2019,3,2019-03-01,94.67006101343776,0,NA,NA,Small,Urban
4,4,2019,4,2019-04-01,101.77891988296035,0,NA,NA,Small,Urban
4,5,2019,5,2019-05-01,112.3171547812204,0,NA,NA,Small,Urban
4,6,2019,6,2019-06-01,103.36978866738227,0,NA,NA,Small,Urban
4,7,2019,7,2019-07-01,114.14458538013903,0,NA,NA,Small,Urban
4,8,2019,8,2019-08-01,120.76717088718281,0,NA,NA,Small,Urban
4,9,2019,9,2019-09-01,102.11383406574815,0,NA,NA,Small,Urban
4,10,2019,10,2019-10-01,130.57178520800483,0,NA,NA,Small,Urban
4,11,2019,11,2019-11-01,118.97016823989426,0,NA,NA,Small,Urban
4,12,2019,12,2019-12-01,109.79376082301317,0,NA,NA,Small,Urban
4,13,2020,1,2020-01-01,115.08038093735851,0,NA,NA,Small,Urban
4,14,2020,2,2020-02-01,95.77315464818405,0,NA,NA,Small,Urban
4,15,2020,3,2020-03-01,104.73579063807625,0,NA,NA,Small,Urban
4,16,2020,4,2020-04-01,117.03377647169681,0,NA,NA,Small,Urban
4,17,2020,5,2020-05-01,128.10706013260295,0,NA,NA,Small,Urban
4,18,2020,6,2020-06-01,104.38860848022227,0,NA,NA,Small,Urban
4,19,2020,7,2020-07-01,101.44018936264847,0,NA,NA,Small,Urban
4,20,2020,8,2020-08-01,123.17430359256696,0,NA,NA,Small,Urban
4,21,2020,9,2020-09-01,118.37268729169686,0,NA,NA,Small,Urban
4,22,2020,10,2020-10-01,101.29663306965851,0,NA,NA,Small,Urban
4,23,2020,11,2020-11-01,113.92615186240057,0,NA,NA,Small,Urban
4,24,2020,12,2020-12-01,117.33540517308286,0,NA,NA,Small,Urban
4,25,2021,1,2021-01-01,120.21824306847964,0,NA,NA,Small,Urban
4,26,2021,2,2021-02-01,114.5578786450913,0,NA,NA,Small,Urban
4,27,2021,3,2021-03-01,94.58534643329821,0,NA,NA,Small,Urban
4,28,2021,4,2021-04-01,100.929753434008,0,NA,NA,Small,Urban
4,29,2021,5,2021-05-01,108.10501092897273,0,NA,NA,Small,Urban
4,30,2021,6,2021-06-01,128.30928360209558,0,NA,NA,Small,Urban
4,31,2021,7,2021-07-01,116.67171175590352,0,NA,NA,Small,Urban
4,32,2021,8,2021-08-01,95.52744284685033,0,NA,NA,Small,Urban
4,33,2021,9,2021-09-01,112.57266807223081,0,NA,NA,Small,Urban
4,34,2021,10,2021-10-01,99.44162150494621,0,NA,NA,Small,Urban
4,35,2021,11,2021-11-01,95.13960860719226,0,NA,NA,Small,Urban
4,36,2021,12,2021-12-01,117.0500871437191,0,NA,NA,Small,Urban
4,37,2022,1,2022-01-01,131.84571056487366,0,NA,NA,Small,Urban
4,38,2022,2,2022-02-01,112.38373236683577,0,NA,NA,Small,Urban
4,39,2022,3,2022-03-01,120.9942027596992,0,NA,NA,Small,Urban
4,40,2022,4,2022-04-01,104.22051098437261,0,NA,NA,Small,Urban
4,41,2022,5,2022-05-01,117.08402984982467,0,NA,NA,Small,Urban
4,42,2022,6,2022-06-01,117.26541831589273,0,NA,NA,Small,Urban
4,43,2022,7,2022-07-01,109.77156413472696,0,NA,NA,Small,Urban
4,44,2022,8,2022-08-01,116.3399616031183,0,NA,NA,Small,Urban
4,45,2022,9,2022-09-01,119.24292897679427,0,NA,NA,Small,Urban
4,46,2022,10,2022-10-01,108.61070356608492,0,NA,NA,Small,Urban
4,47,2022,11,2022-11-01,106.06647895815317,0,NA,NA,Small,Urban
4,48,2022,12,2022-12-01,118.78434102750595,0,NA,NA,Small,Urban
5,1,2019,1,2019-01-01,81.83801279332666,0,NA,NA,Small,Urban
5,2,2019,2,2019-02-01,110.42575726531228,0,NA,NA,Small,Urban
5,3,2019,3,2019-03-01,89.51349556939716,0,NA,NA,Small,Urban
5,4,2019,4,2019-04-01,80.50021097027542,0,NA,NA,Small,Urban
5,5,2019,5,2019-05-01,92.72071398221595,0,NA,NA,Small,Urban
5,6,2019,6,2019-06-01,111.30066256306118,0,NA,NA,Small,Urban
5,7,2019,7,2019-07-01,90.74803094258755,0,NA,NA,Small,Urban
5,8,2019,8,2019-08-01,92.6362088699579,0,NA,NA,Small,Urban
5,9,2019,9,2019-09-01,69.92443752564077,0,NA,NA,Small,Urban
5,10,2019,10,2019-10-01,76.45981821334544,0,NA,NA,Small,Urban
5,11,2019,11,2019-11-01,86.25946929159767,0,NA,NA,Small,Urban
5,12,2019,12,2019-12-01,108.56922069732732,0,NA,NA,Small,Urban
5,13,2020,1,2020-01-01,90.75686902665322,0,NA,NA,Small,Urban
5,14,2020,2,2020-02-01,88.8714548554236,0,NA,NA,Small,Urban
5,15,2020,3,2020-03-01,104.32263198419749,0,NA,NA,Small,Urban
5,16,2020,4,2020-04-01,104.09859795951314,0,NA,NA,Small,Urban
5,17,2020,5,2020-05-01,84.13377358561456,0,NA,NA,Small,Urban
5,18,2020,6,2020-06-01,114.12171436126286,0,NA,NA,Small,Urban
5,19,2020,7,2020-07-01,99.56292125770254,0,NA,NA,Small,Urban
5,20,2020,8,2020-08-01,113.33159740249327,0,NA,NA,Small,Urban
5,21,2020,9,2020-09-01,79.85162692457531,0,NA,NA,Small,Urban
5,22,2020,10,2020-10-01,92.61485022799496,0,NA,NA,Small,Urban
5,23,2020,11,2020-11-01,97.65934380401384,0,NA,NA,Small,Urban
5,24,2020,12,2020-12-01,107.58429280547247,0,NA,NA,Small,Urban
5,25,2021,1,2021-01-01,102.96364258451756,0,NA,NA,Small,Urban
5,26,2021,2,2021-02-01,87.14456286972583,0,NA,NA,Small,Urban
5,27,2021,3,2021-03-01,104.52013904265895,0,NA,NA,Small,Urban
5,28,2021,4,2021-04-01,96.77899201487355,0,NA,NA,Small,Urban
5,29,2021,5,2021-05-01,96.1396405523288,0,NA,NA,Small,Urban
5,30,2021,6,2021-06-01,106.5972087745612,0,NA,NA,Small,Urban
5,31,2021,7,2021-07-01,85.92989581512256,0,NA,NA,Small,Urban
5,32,2021,8,2021-08-01,83.14679542586244,0,NA,NA,Small,Urban
5,33,2021,9,2021-09-01,98.84970293059492,0,NA,NA,Small,Urban
5,34,2021,10,2021-10-01,99.77240554283917,0,NA,NA,Small,Urban
5,35,2021,11,2021-11-01,101.47236535486913,0,NA,NA,Small,Urban
5,36,2021,12,2021-12-01,96.48063293888686,0,NA,NA,Small,Urban
5,37,2022,1,2022-01-01,92.5975210980443,0,NA,NA,Small,Urban
5,38,2022,2,2022-02-01,122.57995056650715,0,NA,NA,Small,Urban
5,39,2022,3,2022-03-01,105.24093803249343,0,NA,NA,Small,Urban
5,40,2022,4,2022-04-01,108.0304113792032,0,NA,NA,Small,Urban
5,41,2022,5,2022-05-01,86.23985338796331,0,NA,NA,Small,Urban
5,42,2022,6,2022-06-01,120.90417170396083,0,NA,NA,Small,Urban
5,43,2022,7,2022-07-01,85.75396045103821,0,NA,NA,Small,Urban
5,44,2022,8,2022-08-01,97.87852414682672,0,NA,NA,Small,Urban
5,45,2022,9,2022-09-01,99.31855658680308,0,NA,NA,Small,Urban
5,46,2022,10,2022-10-01,119.52773026425534,0,NA,NA,Small,Urban
5,47,2022,11,2022-11-01,107.0161873110768,0,NA,NA,Small,Urban
5,48,2022,12,2022-12-01,103.12990629279273,0,NA,NA,Small,Urban
6,1,2019,1,2019-01-01,87.90839658719786,0,23,NA,Medium,Rural
6,2,2019,2,2019-02-01,91.58730745918707,0,23,NA,Medium,Rural
6,3,2019,3,2019-03-01,90.7214677060796,0,23,NA,Medium,Rural
6,4,2019,4,2019-04-01,82.68946349763927,0,23,NA,Medium,Rural
6,5,2019,5,2019-05-01,103.90814158265664,0,23,NA,Medium,Rural
6,6,2019,6,2019-06-01,102.26567728248418,0,23,NA,Medium,Rural
6,7,2019,7,2019-07-01,101.57272973942771,0,23,NA,Medium,Rural
6,8,2019,8,2019-08-01,95.95727461458274,0,23,NA,Medium,Rural
6,9,2019,9,2019-09-01,93.20441907583374,0,23,NA,Medium,Rural
6,10,2019,10,2019-10-01,103.58239225921808,0,23,NA,Medium,Rural
6,11,2019,11,2019-11-01,74.1076397707722,0,23,NA,Medium,Rural
6,12,2019,12,2019-12-01,101.21360788927844,0,23,NA,Medium,Rural
6,13,2020,1,2020-01-01,101.84228439516842,0,23,NA,Medium,Rural
6,14,2020,2,2020-02-01,103.72228307277595,0,23,NA,Medium,Rural
6,15,2020,3,2020-03-01,85.47852571111328,0,23,NA,Medium,Rural
6,16,2020,4,2020-04-01,102.37422629925238,0,23,NA,Medium,Rural
6,17,2020,5,2020-05-01,92.33651163095348,0,23,NA,Medium,Rural
6,18,2020,6,2020-06-01,80.44398279156947,0,23,NA,Medium,Rural
6,19,2020,7,2020-07-01,84.56345108075617,0,23,NA,Medium,Rural
6,20,2020,8,2020-08-01,86.02009842069795,0,23,NA,Medium,Rural
6,21,2020,9,2020-09-01,87.66551637580649,0,23,NA,Medium,Rural
6,22,2020,10,2020-10-01,92.52414012947118,0,23,NA,Medium,Rural
6,23,2020,11,2020-11-01,109.4507225499799,1,23,0,Medium,Rural
6,24,2020,12,2020-12-01,98.40246229846905,1,23,1,Medium,Rural
6,25,2021,1,2021-01-01,99.63598997735829,1,23,2,Medium,Rural
6,26,2021,2,2021-02-01,121.59451276098423,1,23,3,Medium,Rural
6,27,2021,3,2021-03-01,100.62794152654504,1,23,4,Medium,Rural
6,28,2021,4,2021-04-01,111.81482509774804,1,23,5,Medium,Rural
6,29,2021,5,2021-05-01,121.35546422117423,1,23,6,Medium,Rural
6,30,2021,6,2021-06-01,114.59007986755321,1,23,7,Medium,Rural
6,31,2021,7,2021-07-01,119.5542043105139,1,23,8,Medium,Rural
6,32,2021,8,2021-08-01,117.83642558677626,1,23,9,Medium,Rural
6,33,2021,9,2021-09-01,127.68749689119286,1,23,10,Medium,Rural
6,34,2021,10,2021-10-01,112.8128686478581,1,23,11,Medium,Rural
6,35,2021,11,2021-11-01,110.83472045053469,1,23,12,Medium,Rural
6,36,2021,12,2021-12-01,121.44989889701579,1,23,13,Medium,Rural
6,37,2022,1,2022-01-01,113.00255805503039,1,23,14,Medium,Rural
6,38,2022,2,2022-02-01,112.05930218871954,1,23,15,Medium,Rural
6,39,2022,3,2022-03-01,129.22603885693403,1,23,16,Medium,Rural
6,40,2022,4,2022-04-01,125.74997666523316,1,23,17,Medium,Rural
6,41,2022,5,2022-05-01,116.81847741009373,1,23,18,Medium,Rural
6,42,2022,6,2022-06-01,120.14905885944646,1,23,19,Medium,Rural
6,43,2022,7,2022-07-01,118.76594052038854,1,23,20,Medium,Rural
6,44,2022,8,2022-08-01,123.9107856061538,1,23,21,Medium,Rural
6,45,2022,9,2022-09-01,128.61235523259887,1,23,22,Medium,Rural
6,46,2022,10,2022-10-01,135.590067540455,1,23,23,Medium,Rural
6,47,2022,11,2022-11-01,135.35454677874867,1,23,24,Medium,Rural
6,48,2022,12,2022-12-01,130.5648239689806,1,23,25,Medium,Rural
7,1,2019,1,2019-01-01,91.08490923348847,0,17,NA,Large,Suburban
7,2,2019,2,2019-02-01,92.18127487595117,0,17,NA,Large,Suburban
7,3,2019,3,2019-03-01,86.30518322353214,0,17,NA,Large,Suburban
7,4,2019,4,2019-04-01,94.11357760685478,0,17,NA,Large,Suburban
7,5,2019,5,2019-05-01,85.31620036363222,0,17,NA,Large,Suburban
7,6,2019,6,2019-06-01,90.64504863580626,0,17,NA,Large,Suburban
7,7,2019,7,2019-07-01,81.20679023380126,0,17,NA,Large,Suburban
7,8,2019,8,2019-08-01,96.97900196997084,0,17,NA,Large,Suburban
7,9,2019,9,2019-09-01,79.14780409683831,0,17,NA,Large,Suburban
7,10,2019,10,2019-10-01,91.65818978160596,0,17,NA,Large,Suburban
7,11,2019,11,2019-11-01,90.1514103139677,0,17,NA,Large,Suburban
7,12,2019,12,2019-12-01,89.31978726914745,0,17,NA,Large,Suburban
7,13,2020,1,2020-01-01,82.36650157430236,0,17,NA,Large,Suburban
7,14,2020,2,2020-02-01,88.11853029459678,0,17,NA,Large,Suburban
7,15,2020,3,2020-03-01,93.22709512191958,0,17,NA,Large,Suburban
7,16,2020,4,2020-04-01,92.57961779340566,0,17,NA,Large,Suburban
7,17,2020,5,2020-05-01,102.2214961354301,1,17,0,Large,Suburban
7,18,2020,6,2020-06-01,98.20340339554416,1,17,1,Large,Suburban
7,19,2020,7,2020-07-01,111.3143658502729,1,17,2,Large,Suburban
7,20,2020,8,2020-08-01,107.42123857096662,1,17,3,Large,Suburban
7,21,2020,9,2020-09-01,102.03506549950167,1,17,4,Large,Suburban
7,22,2020,10,2020-10-01,104.63700210078275,1,17,5,Large,Suburban
7,23,2020,11,2020-11-01,109.8772379865408,1,17,6,Large,Suburban
7,24,2020,12,2020-12-01,115.78049715065615,1,17,7,Large,Suburban
7,25,2021,1,2021-01-01,118.9144675284943,1,17,8,Large,Suburban
7,26,2021,2,2021-02-01,124.67438043468687,1,17,9,Large,Suburban
7,27,2021,3,2021-03-01,109.27547026370254,1,17,10,Large,Suburban
7,28,2021,4,2021-04-01,125.93657944662361,1,17,11,Large,Suburban
7,29,2021,5,2021-05-01,130.30453015551356,1,17,12,Large,Suburban
7,30,2021,6,2021-06-01,117.8193382205003,1,17,13,Large,Suburban
7,31,2021,7,2021-07-01,134.85706319816907,1,17,14,Large,Suburban
7,32,2021,8,2021-08-01,124.29576434187206,1,17,15,Large,Suburban
7,33,2021,9,2021-09-01,116.52344051767166,1,17,16,Large,Suburban
7,34,2021,10,2021-10-01,152.06188059348398,1,17,17,Large,Suburban
7,35,2021,11,2021-11-01,129.95354786258747,1,17,18,Large,Suburban
7,36,2021,12,2021-12-01,151.91677206779582,1,17,19,Large,Suburban
7,37,2022,1,2022-01-01,141.91519725906016,1,17,20,Large,Suburban
7,38,2022,2,2022-02-01,138.51285244977132,1,17,21,Large,Suburban
7,39,2022,3,2022-03-01,133.7435103664687,1,17,22,Large,Suburban
7,40,2022,4,2022-04-01,147.55255416986697,1,17,23,Large,Suburban
7,41,2022,5,2022-05-01,170.4704454723771,1,17,24,Large,Suburban
7,42,2022,6,2022-06-01,143.54915124142522,1,17,25,Large,Suburban
7,43,2022,7,2022-07-01,154.59957686776292,1,17,26,Large,Suburban
7,44,2022,8,2022-08-01,136.75386379857983,1,17,27,Large,Suburban
7,45,2022,9,2022-09-01,164.63861426147278,1,17,28,Large,Suburban
7,46,2022,10,2022-10-01,142.13711397846575,1,17,29,Large,Suburban
7,47,2022,11,2022-11-01,155.22808621220227,1,17,30,Large,Suburban
7,48,2022,12,2022-12-01,165.0943954226349,1,17,31,Large,Suburban
8,1,2019,1,2019-01-01,99.70764327233739,0,32,NA,Small,Suburban
8,2,2019,2,2019-02-01,96.78790047900753,0,32,NA,Small,Suburban
8,3,2019,3,2019-03-01,98.00545675821158,0,32,NA,Small,Suburban
8,4,2019,4,2019-04-01,93.6633743316827,0,32,NA,Small,Suburban
8,5,2019,5,2019-05-01,95.61761047372833,0,32,NA,Small,Suburban
8,6,2019,6,2019-06-01,98.6633341275366,0,32,NA,Small,Suburban
8,7,2019,7,2019-07-01,108.19659479232577,0,32,NA,Small,Suburban
8,8,2019,8,2019-08-01,99.20452670868374,0,32,NA,Small,Suburban
8,9,2019,9,2019-09-01,95.92004788795366,0,32,NA,Small,Suburban
8,10,2019,10,2019-10-01,94.09959974131955,0,32,NA,Small,Suburban
8,11,2019,11,2019-11-01,96.79241382941305,0,32,NA,Small,Suburban
8,12,2019,12,2019-12-01,97.80430304198384,0,32,NA,Small,Suburban
8,13,2020,1,2020-01-01,90.29603780256791,0,32,NA,Small,Suburban
8,14,2020,2,2020-02-01,100.80512448457938,0,32,NA,Small,Suburban
8,15,2020,3,2020-03-01,104.24238669823005,0,32,NA,Small,Suburban
8,16,2020,4,2020-04-01,105.76528548418374,0,32,NA,Small,Suburban
8,17,2020,5,2020-05-01,91.7752746543351,0,32,NA,Small,Suburban
8,18,2020,6,2020-06-01,96.16659613090478,0,32,NA,Small,Suburban
8,19,2020,7,2020-07-01,86.0753102328467,0,32,NA,Small,Suburban
8,20,2020,8,2020-08-01,89.92673744134866,0,32,NA,Small,Suburban
8,21,2020,9,2020-09-01,79.56131987804298,0,32,NA,Small,Suburban
8,22,2020,10,2020-10-01,101.71819495095603,0,32,NA,Small,Suburban
8,23,2020,11,2020-11-01,102.94493450799305,0,32,NA,Small,Suburban
8,24,2020,12,2020-12-01,106.99814102780084,0,32,NA,Small,Suburban
